,id,overall_status,study_type,start_date,enrollment,title,date_processed,sponsors
5175,NCT04776317,Recruiting,Interventional,"March 25, 2021",130,"A Phase 1 Trial to Evaluate the Safety, Immunogenicity, and Reactogenicity of Heterologous and Homologous Chimpanzee Adenovirus and Self-Amplifying mRNA Prime-Boost Prophylactic Vaccines Against SARS-CoV-2 in Healthy Adults","April 14, 2021",National Institute of Allergy and Infectious Diseases (NIAID)
5176,NCT04776941,Recruiting,Interventional,"August 7, 2020",120,COVID-19: A Virtual Feasibility Study to Manage Stress,"April 14, 2021",M.D. Anderson Cancer Center
5177,NCT04777981,Not yet recruiting,Interventional,"April 1, 2021",60,Efficacy of Cannabidiol in Combination With Red Algae (CBDRA60) to Prevent or Reduce Symptoms of COVID-19 and Post-Acute Sequelae of SARS-CoV-2 Infection PASC,"April 14, 2021",Anewsha Therapeutics Inc.
5178,NCT04778020,Not yet recruiting,Observational [Patient Registry],March 2021,10000,International COVID-19 Clinical Evaluation Registry -2 (HOPE-2),"April 14, 2021","St Carlos Hospital, Madrid, Spain"
5179,NCT04778033,Recruiting,Observational,"February 9, 2021",75,The Effect of BNT162b2 mRNA COVID-19 Vaccine on Semen Analysis Parameters Among 75 Fertile Men,"April 14, 2021",Sheba Medical Center
5180,NCT04778059,Not yet recruiting,Interventional,April 2021,184,"Phase 2 Trial to Evaluate the Safety, Tolerability, and Preliminary Efficacy of Intravenous USB002 to Treat Patients With Respiratory Distress Due to COVID-19 Infection","April 14, 2021","US Biotest, Inc."
5181,NCT04778930,Not yet recruiting,Interventional,"September 1, 2021",66,"Effectiveness of Physical Therapy for Improving the Functionality, Gait and Participation in the Environment in Children and Adolescents With Cerebral Palsy: Randomized Clinical Trial","April 14, 2021",University of Alcala
5182,NCT04778995,Completed,Interventional,"July 1, 2020",60,The Scientific and Technological Research Council of Turkey,"April 14, 2021",Istanbul University-Cerrahpasa
5183,NCT04779021,Recruiting,Observational,"February 15, 2020",1300,Caracterisation of SARS-Cov2 Infected Patients Hospitalized in Infectious Disease Department,"April 14, 2021",Centre Hospitalier Universitaire de Nice
5184,NCT04779047,Recruiting,Interventional,"October 1, 2020",150,Comparative Therapeutic Efficacy and Safety of Remdesivir Plus Lopinavir/ Ritonavir and Tocilizumab Versus Hydroxychloroquine Plus Ivermectin and Tocilizumab in COVID-19 Patients.,"April 14, 2021",October 6 University
5185,NCT04779138,Not yet recruiting,Interventional,"September 11, 2021",600,Community Partnered Intervention to Increase COVID-19 Vaccine Uptake in Low Income Underresourced African Americans and Latinx Public Housing Residents,"April 14, 2021",Charles Drew University of Medicine and Science
5186,NCT04779346,Recruiting,Observational [Patient Registry],"December 21, 2020",500,Immunity Against Severe Acute Respiratory Syndrome Coronavirus 2 Disease (COVID-19) in the Oncology Outpatient Setting: Prevalence and Serological Immunity in the Oncology Outpatient Clinic of the University Medical Center Hamburg-Eppendorf,"April 14, 2021",Universitätsklinikum Hamburg-Eppendorf
5187,NCT04779359,Not yet recruiting,Observational [Patient Registry],April 2021,1,The Predictive Role of Lymphocyte Subsets and Laboratory Measurements in COVID-19 Disease- A Retrospective Study,"April 14, 2021",Shanghai Public Health Clinical Center
5188,NCT04779424,"Active, not recruiting",Observational,"November 15, 2020",5000,Prevalence and Incidence of Antibodies Against SARS-CoV-2 Among Primary Healthcare Providers in Belgium During One Year of the COVID-19 Epidemic,"April 14, 2021",Universiteit Antwerpen
5189,NCT04779450,Recruiting,Interventional,March 2021,30,"The Effect of Telemonitoring on Upper Limb Function, Quality of Life and Risk of Lymphedema During and After Pandemic COVID-19 in Women Submitted to Treatment for Breast Cancer: A Randomized Controlled Trial","April 14, 2021",University of the State of Santa Catarina
5190,NCT04779541,Recruiting,Observational,"February 8, 2021",1000,National Survey Concerning Vaccination Against COVID-19 in Nursing Homes and Long-Term Care Units,"April 14, 2021","University Hospital, Angers"
5191,NCT04779749,Recruiting,Observational,"December 8, 2020",10000,Pregnancy Outcomes According to the Gestational Age of Acquiring COVID-19 : an International Case-control Study,"April 14, 2021",Brugmann University Hospital
5192,NCT04779775,Not yet recruiting,Observational [Patient Registry],"March 15, 2021",70,Best Practices in Perinatal Mental Health During COVID-19 Pandemic: A Collaborative Research Study Between the COST Actions RISEUP-PPD and Devotion,"April 14, 2021",University of Minho
5193,NCT04779827,Not yet recruiting,Interventional,"April 19, 2021",1920,Improving Health Equity for COVID-19 Vaccination and Related Health Behaviors for At-risk Populations Using Online Social Networks,"April 14, 2021",University of Pennsylvania
5194,NCT04779879,Recruiting,Interventional,"February 18, 2021",40,"A Multicenter, Randomized, Double-Blind, Parallel Group Phase II Study to Evaluate the Safety, Tolerability and Pharmacokinetics of a Second Generation VIR-7831 Material in Non-Hospitalized Participants With Mild to Moderate Coronavirus Disease 2019 (COVID-19)","April 14, 2021","Vir Biotechnology, Inc."
5195,NCT04779944,Completed,Observational,"April 7, 2020",300,Impact of SARS-CoV-2 Pandemic on Psychological State of Health Care Workers,"April 14, 2021",Assiut University
5196,NCT04779983,Not yet recruiting,Observational,"March 18, 2021",200,Evaluation of Professional Practices in the Prescription of Biological Treatments for RA Taking Into Account IL6 as a Biomarker,"April 14, 2021","University Hospital, Montpellier"
5197,NCT04779996,Recruiting,Observational,"February 16, 2021",250,Antibodies Production After Covid-19 Vaccination Among Patients With Medical History of Cancer and Anti-CD-20 Treatment,"April 14, 2021",Auxilio Mutuo Cancer Center
5198,NCT04780035,"Active, not recruiting",Interventional,"November 18, 2020",3000,"Multicenter Double-blind Placebo-controlled Comparative Randomized Study of the Tolerability, Safety, Immunogenicity and Prophylactic Efficacy of the EpiVacCorona Peptide Antigen-based Vaccine for the Prevention of COVID-19, With the Participation of 3000 Volunteers Aged 18 Years and Above (Phase III-IV)","April 14, 2021","Federal Budgetary Research Institution State Research Center of Virology and Biotechnology ""Vector"""
5199,NCT04780061,Not yet recruiting,Interventional,April 2021,200,"Dietary Supplements to Reduce Symptom Severity and Duration in People With SARS-CoV-2: A Randomized, Double Blind, Placebo Controlled Clinical Trial","April 14, 2021",The Canadian College of Naturopathic Medicine
5200,NCT04780113,Recruiting,Observational,"February 25, 2021",285,Evaluation of Evolution of Perceived Stress in General Practice Residents of Rouen and Caen During COVID-19 Sanitary Crisis,"April 14, 2021",Centre Hospitalier Eure-Seine
5201,NCT04780126,Recruiting,Observational [Patient Registry],"February 26, 2021",64,Measuring the Loss of Skeletal Muscle Mass in the Hospitalized Patient With the Diagnosis of COVID-19,"April 14, 2021",Fundacion para la Investigacion Biomedica del Hospital Universitario la Paz
5202,NCT04780152,Recruiting,Interventional,March 2021,172,Assessment of Efficacy and Safety of Anodal Transcranial Direct Current Stimulation (TDCS) in Pediatric and Teenage Patients With Major Depressive Disorder During COVID-19 Pandemics,"April 14, 2021",El Instituto Nacional de Neurologia y Neurocirugia Manuel Velasco Suarez
5203,NCT04780295,Recruiting,Observational,"April 15, 2020",5000,COvid-19 REgistry on THROMBOSIS Complications Associated With Hospitalization: the CORE-THROMBOSIS,"April 14, 2021","Prof. Stavros Konstantinides, MD"
5204,NCT04780321,Recruiting,Interventional,"October 30, 2020",90,"A Randomized, Double-blind, Placebo-controlled, Phase Ib/II Clinical Study to Evaluate the Preliminary Efficacy, Safety, Pharmacokinetic Profiles and Immunogenicity of JS016 in Participants With Mild and Moderate COVID-19 or of SARS-CoV-2 Asymptomatic Infection","April 14, 2021","Shanghai Junshi Bioscience Co., Ltd."
5205,NCT04780334,Not yet recruiting,Observational,April 2021,200,Rapid Detection of COVID-19 by Portable and Connected Biosensor : Biological Proof of Concept,"April 14, 2021","University Hospital, Lille"
5206,NCT04780373,Completed,Observational,"February 27, 2020",200,Identification of a Clinical Score to Support the Clinician in Phase 2 of Covid-19,"April 14, 2021",University of L'Aquila
5207,NCT04780425,"Active, not recruiting",Interventional,"January 26, 2021",206,"A Randomised Parallel-group Multi-centre Study to Evaluate the Effect of Structured Diabetes Self-management Education Versus Standard of Care on Glycaemic Control, Self-efficacy and Quality of Life in Adults in Two Low Resource Settings in Accra Subsequent to COVID-19","April 14, 2021","Korle-Bu Teaching Hospital, Accra, Ghana"
5208,NCT04780555,Not yet recruiting,Observational,"March 1, 2021",150,Evaluation of Pain Symptoms Correlation With Biochemical and Radiological Findings in COVID-19,"April 14, 2021",Abant Izzet Baysal University
5209,NCT04780581,Recruiting,Interventional,"February 1, 2021",290,MP3-pulses-COVID-19. Methylprednisolone Pulses Versus Dexamethasone According RECOVERY Protocol in Patients With Pneumonia Due to SARS-COV-2 Coronavirus Infection,"April 14, 2021",Fundación Instituto de Estudios de Ciencias de la Salud de Castilla y León
5210,NCT04780594,Completed,Observational,"February 13, 2020",2530,Impact of the SARS-CoV-2 (COVID-19) Pandemic on the Morbidity and Mortality of Patients Undergoing Surgery at Bellvitge University Hospital,"April 14, 2021",Hospital Universitari de Bellvitge
5211,NCT04780659,Recruiting,Interventional,"February 23, 2021",540,"Immunological Responses After Vaccination for COVID-19 With the Messenger Ribonucleic Acid (mRNA) Vaccine Comirnaty in Immunosuppressed and Immunocompetent Individuals. An Open and Non-randomized, Phase IV Multicenter Study","April 14, 2021",Karolinska University Hospital
5212,NCT04780672,Recruiting,Interventional,"March 9, 2021",330,Clinical Study to Analyze the Safety and Efficacy of Molixan® as Part of Standard Therapy in the Treatment of Patients With the Severe Course of New Coronavirus Infection (COVID-19),"April 14, 2021",Pharma VAM
5213,NCT04780685,Recruiting,Interventional,"March 20, 2021",40,"A Phase II, Double-blind, Placebo-controlled Study to Assess the Safety, Tolerability, and Preliminary Efficacy of Intravenous Allogeneic Mesenchymal Stem Cells in Patients With Moderate to Severe ARDS Due to COVID-19","April 14, 2021","Stemedica Cell Technologies, Inc."
5214,NCT04780698,Recruiting,Interventional,March 2021,160,DCI COVID-19 Surveillance Project,"April 14, 2021",Temple University
5215,NCT04781218,Not yet recruiting,Observational [Patient Registry],"June 15, 2021",1000000,ABC Science Collaborative Registry Study,"April 14, 2021",Duke University
5216,NCT04781400,Recruiting,Interventional,"February 8, 2021",600,"Bidirectional, Upbeat Communication and Differentiated, Distanced Care for Young People","April 14, 2021",Desmond Tutu HIV Foundation
5217,NCT04781504,Recruiting,Interventional,"March 5, 2021",172,Exercise Training in Women With Heart Disease: A Randomized Controlled Trial,"April 14, 2021",Ottawa Heart Institute Research Corporation
5218,NCT04782336,Recruiting,Interventional,"December 12, 2020",3500,"Sample Collection to Facilitate the Performance Evaluation of the LumiraDx Point of Care Device for the Detection of Influenza A/B, Respiratory Syncytial Virus (RSV) & COVID-19 (SARS-COV-2 Virus)","April 14, 2021",LumiraDx UK Limited
5219,NCT04782427,"Active, not recruiting",Observational,"January 1, 2021",1200,COVID-19 Infections and Mortality in Montreal Long-term Care Facilities During the First Wave: a Retrospective Cohort Study,"April 14, 2021",Centre integre universitaire de sante et de services sociaux du Centre-Sud-de-l'Île-de-Montréal
5220,NCT04782518,Recruiting,Observational,"February 19, 2021",1000,Personalizing Exercise for Parkinson Disease,"April 14, 2021",Washington University School of Medicine
5221,NCT04782700,Recruiting,Interventional,"March 15, 2021",522,P-CO-Li (Pulmonary Covid-19 Longterm Intervention Study),"April 14, 2021",Northwell Health
5222,NCT04782739,Not yet recruiting,Observational,"March 1, 2021",30,Evaluation of the Impact of the COVID-19 Pandemic on Provision and Uptake of Services for the Prevention of Mother-to-child Transmission of HIV and Syphilis in Zimbabwe,"April 14, 2021",University of Zimbabwe
5223,NCT04783025,Not yet recruiting,Interventional,"March 1, 2021",188,A Blended Gaming COVID-19 Training System (BGCTS) With WHO Guidelines for Staff in Residential Care Homes: A Cluster Randomized Controlled Trial,"April 14, 2021",The Hong Kong Polytechnic University
5224,NCT04783311,Recruiting,Interventional,"February 23, 2021",280,"A Phase 1/2 Dose-exploration, Randomized, Observer-blind, Placebo-controlled Study to Determine Safety, Tolerance and Immunogenicity of EuCorVac-19, a Recombinant Protein Vaccine, for the Prevention of COVID-19 in Healthy Adults","April 14, 2021","EuBiologics Co.,Ltd"
5225,NCT04783454,Recruiting,Interventional,"November 12, 2020",600,Preventing Neck & Back Pain in Teleworking Office Workers: a Randomized Controlled Trial,"April 14, 2021",University Ghent
5226,NCT04783584,Recruiting,Observational,"December 1, 2020",100,Agreement Between Video and In-person Airway Assessment Performed by Anaesthetists in Patients Scheduled for Elective Same-day Gynaecological Procedures,"April 14, 2021",Michael Ma
5227,NCT04784338,Not yet recruiting,Interventional,April 2021,25,A Virtual Weight Management Shared Medical Appointment: a Feasibility Study,"April 14, 2021",Boston Medical Center
5228,NCT04784403,Completed,Observational,"December 14, 2020",3356,SCREENING AND SEROEPIDEMIOLOGY OF SARS-CoV-2 INFECTION AT THE UNIVERSITY OF BARCELONA: A CROSS-SECTIONAL STUDY,"April 14, 2021",Dr. Francisco Ciruela Alférez
5229,NCT04784468,Recruiting,Observational,"November 19, 2020",135,DNA Damage and Oxidative Stress in Hospitalized COVID-19 Patients Compared to Healthy Controls: A Case-control Study,"April 14, 2021",University of Vienna
5230,NCT04784481,Completed,Interventional,"September 20, 2020",240,Ivermectin Reproposing for COVID-19 Treatment in Outpatients With Mild Stage,"April 14, 2021","Ministry of Public Health, Argentina"
5231,NCT04784546,Recruiting,Observational,"March 1, 2021",60,"Evaluation of Muscle Strength, Functional Independence, Myalgia Severity, Physical Fatigue and Dyspnea in Patients With COVID-19 Infection","April 14, 2021",Gazi University
5232,NCT04784559,Not yet recruiting,Interventional,March 2021,609,"A Phase 3, Multicentre, Randomised, Controlled Trial to Determine the Efficacy and Safety of Two Dose Levels of Plitidepsin Versus Control in Adult Patient Requiring Hospitalisation for Management of Moderate COVID-19 Infection","April 14, 2021",PharmaMar
5233,NCT04784624,Not yet recruiting,Observational [Patient Registry],"March 1, 2021",100,Virtual Lifestyle Programming to Limit Collateral Health Damage From COVID 19 Pandemic: an Evaluation,"April 14, 2021",University of Manitoba
5234,NCT04784689,Recruiting,Observational,"February 24, 2021",400,Host Immune Response to Novel RNA COVID-19 Vaccination in Patients With Cancer (CTMS# 21-0012),"April 14, 2021",The University of Texas Health Science Center at San Antonio
5235,NCT04784754,Not yet recruiting,Interventional,"April 1, 2021",50,A Pilot Placebo-controlled Randomized Double-blind Trial of Melatonin in Outpatients With COVID-19 Infection,"April 14, 2021",State University of New York at Buffalo
5236,NCT04784767,Recruiting,Interventional,"April 5, 2021",72,"A PHASE 1, Randomized, Double-blind, Placebo-Controlled Study to Evaluate the Safety, Tolerability, and Immunogenicity of Ranging Doses of SARS-COV-2-Spike-Ferritin-Nanoparticle (SPFN_1B-06-PL) Vaccine With Army Liposomal Formulation QS21 (ALFQ) for Prevention of COVID-19 in Healthy Adults.","April 14, 2021",U.S. Army Medical Research and Development Command
5237,NCT04784897,Recruiting,Interventional,"February 22, 2021",120,"A Phase 2, Randomized, Double-blind, Placebo-controlled, Multi-center Study to Evaluate the Efficacy and Safety of Brilacidin in Hospitalized Participants With COVID-19","April 14, 2021","Innovation Pharmaceuticals, Inc."
5238,NCT04785144,Recruiting,Interventional,"March 29, 2021",210,"Phase 1, Open-Label, Randomized Study of the Safety and Immunogenicity of a SARS-CoV-2 Variant Vaccine (mRNA-1273.351) in Naïve and Previously Vaccinated Adults","April 14, 2021",National Institute of Allergy and Infectious Diseases (NIAID)
5239,NCT04785157,Not yet recruiting,Observational,April 2021,25,"SARS-CoV-2 Neurotropism, micRoglial ActivatioN and Cytokine dySregulaTiOn in COVID-19 Patients With Delirium","April 14, 2021","University Hospital, Toulouse"
5240,NCT04785781,Recruiting,Interventional,"February 1, 2021",16,Effects of Face Masks on Cardiopulmonary Capacity in Healthy Individuals,"April 14, 2021",Pamukkale University
5241,NCT04785807,Not yet recruiting,Interventional,March 2021,140,STRESS From in Charge Relative Facing the Announcement of Decisions Limiting or Stopping Treatments in Emergency Room During the COVID-19 Epidemic,"April 14, 2021",Hospices Civils de Lyon
5242,NCT04785898,"Active, not recruiting",Interventional,"November 9, 2020",1000,Diagnostic Performance of the ID Now™ COVID-19 Screening Test Versus Simplexa™ COVID-19 Direct Assay in Off-site Biology in Emergency Rooms for COVID-19 Screenin,"April 14, 2021",Groupe Hospitalier Paris Saint Joseph
5243,NCT04786041,Completed,Observational,"March 1, 2020",200,Lockdown With a Price- the Impact of COVID-19 Pandemic on the Incidence and Outcome of Complicated Appendicitis,"April 14, 2021",Meir Medical Center
5244,NCT04786080,Not yet recruiting,Interventional,"March 15, 2021",616,Supporting Parents & Kids Through Lockdown Experiences (SPARKLE): A Parallel Randomised Controlled Trial of a Digital Parenting Support Application Implemented in the General Population During the COVID-19 Pandemic.,"April 14, 2021",King's College London
5245,NCT04786197,Recruiting,Observational,"December 17, 2020",603,Detection of SARS-CoV-2 by SERS Spectroscopy,"April 14, 2021",Groupe Hospitalier Paris Saint Joseph
5246,NCT04786249,Recruiting,Observational,"February 24, 2021",2400,Impact of Rapid Screening for COVID-19 in Delocalized Biology in the Emergency Department,"April 14, 2021",Groupe Hospitalier Paris Saint Joseph
5247,NCT04786301,Recruiting,Observational,"April 30, 2020",1200,Severe Acute Respiratory Infection - Preparedness,"April 14, 2021",University of Washington
5248,NCT04786353,Not yet recruiting,Observational [Patient Registry],April 2021,300000,"Long COVID Kids DK - Investigating Long-term Hospitalizations, GP Visits, Co-morbidities, Drug Prescriptions and Symptoms in Danish Children With Covid-19","April 14, 2021","Rigshospitalet, Denmark"
5249,NCT04786483,"Active, not recruiting",Interventional,"November 1, 2020",80,"The Effect of Laughter Therapy on Students' Anxiety, Life Satisfaction and Psychological Well-being in the Covid-19 Pandemic","April 14, 2021",Zonguldak Bulent Ecevit University
5250,NCT04786808,Recruiting,Observational,"January 15, 2021",200,Risk Factors for COVID-19 Mortality: a Prospective Observational Study,"April 14, 2021",Teodoro Marcianò
5251,NCT04787211,Not yet recruiting,Interventional,March 2021,24,"A Phase 2 Study to Evaluate the Safety and Efficacy of Human Monoclonal Antibodies, BRII-196 and BRII-198, Administered by Intravenous Infusion for the Treatment of COVID-19 Patients","April 14, 2021",Brii Biosciences Limited
5252,NCT04787380,Recruiting,Interventional,"March 5, 2021",30,Lancashire Objective Volume Evaluation of Leg Oedema in Heart Failure (LOVE-HF) Double Blinded Pilot Randomised Controlled Cross-over Trial,"April 14, 2021",Heartfelt Technologies
5253,NCT04787393,Not yet recruiting,Interventional,"May 3, 2021",30,Lancashire Objective Volume Evaluation of Leg Oedema in Heart Failure Second (LOVE-HF-2) Pilot Randomised Controlled Cross-over Trial,"April 14, 2021",Heartfelt Technologies
5254,NCT04787510,Recruiting,Observational [Patient Registry],"December 23, 2020",50,COVID-19 Disease and Coagulopathy: Assessment of Clotting Factor Levels in Patients With SARS-CoV-2 Infection,"April 14, 2021","University Hospital, Ioannina"
5255,NCT04787536,Recruiting,Observational,"June 10, 2020",300,Preoperative and Postoperative Cognitive TrajEctories in oLdEr Patients With Deferred SURGEry Due to the COVID-19 Emergency: a Prospective Cohort Study,"April 14, 2021",McMaster University
5256,NCT04787588,Recruiting,Observational,"February 14, 2021",235,COVID-19 Infection and Epithelial Cell Markers,"April 14, 2021",McMaster University
5257,NCT04787614,Enrolling by invitation,Observational,"November 1, 2020",15200,2019 National Survey of Early Care and Education (NSECE) COVID-19 Follow-up Study,"April 14, 2021",National Opinion Research Center
5258,NCT04787809,Recruiting,Interventional,"February 19, 2021",70,Living Well: A Digital Acceptance and Commitment Therapy-Informed Intervention,"April 14, 2021",University of Texas at Tyler
5259,NCT04788355,Completed,Interventional,"July 1, 2020",176,Hydroxychloroquine and Apixaban: Analysis of Physiological Parameters for the Prevention of Complications in Patients With Infection With the New Coronavirus (Covid-19). A Randomized Clinical Trial,"April 14, 2021",Universidade do Vale do Sapucai
5260,NCT04788394,Recruiting,Observational,"March 1, 2021",500,Renal Involvement in Hospitalized Children With COVID-19,"April 14, 2021",Hamad Medical Corporation
5261,NCT04788407,Recruiting,Interventional,"December 1, 2020",456,Pilot Study of Safety and Efficacy of Nitazoxanide in Post-exposure Prophylaxis in Household Contacts of Patients With Confirmed SARS-CoV-2 Infection,"April 14, 2021",Fundación Huésped
5262,NCT04788433,Recruiting,Observational,"March 4, 2021",615,ROCCO - Registry of Coronavirus Complications. Prospective Observational Study on Coronavirus Complications and Correlation With Glycomic Profile,"April 14, 2021",Papa Giovanni XXIII Hospital
5263,NCT04788459,Recruiting,Interventional,"February 25, 2021",160,"A Phase I/II Study to Assess the Safety and Immunogenicity of COVID-eVax, a Candidate Plasmid DNA Vaccine for COVID-19, in Healthy Adult Volunteers","April 14, 2021",Takis
5264,NCT04789226,Not yet recruiting,Observational,"March 1, 2021",239,Psychological Impact of Covid-19 Assiut University Hospital Experience,"April 14, 2021",Assiut University
5265,NCT04789356,Recruiting,Interventional,"March 18, 2021",10156,"Phase IV Study to Evaluate the Effectiveness of the Inactivated Adsorbed Vaccine Against COVID-19 CoronaVac, Among Public Safety and Education Workers With Risk Factors for Severity, in Manaus (Amazonas)","April 14, 2021",Fundação de Medicina Tropical Dr. Heitor Vieira Dourado
5266,NCT04789395,Recruiting,Observational,"September 2, 2020",25,Clinical Determination of Patients Who Intersive Care Unit and Clinical Ttreatments Have Finished Receive Ozonetheraphy With Thorax Tomography Regarding to Interstisial Fibrosis,"April 14, 2021",Gaziosmanpasa Research and Education Hospital
5267,NCT04789447,Recruiting,Observational,"March 4, 2021",1200,"Evaluation of Prognosis of COVID-19 Patient With Only CT Findings, Only RT-PCR Positivity and Both of Them Positive","April 14, 2021","Sultan Abdulhamid Han Training and Research Hospital, Istanbul, Turkey"
5268,NCT04789460,Not yet recruiting,Observational,"March 5, 2021",1200,The Relationship Between Laboratory Features of Covid-19 Patients in the Hospital With Need for Intensive Care and Mortality,"April 14, 2021","Sultan Abdulhamid Han Training and Research Hospital, Istanbul, Turkey"
5269,NCT04789499,Recruiting,Interventional,"March 15, 2021",50,Smell in Covid-19 and Efficacy of Nasal Theophylline,"April 14, 2021",Washington University School of Medicine
5270,NCT04789512,Completed,Observational,"March 1, 2021",42,Evaluation of Respiratory Muscle Strength and Pulmonary Functions in Volleyball Players Suffering From Covid-19,"April 14, 2021",Gazi University
5271,NCT04789525,Completed,Interventional,"March 10, 2020",76,"Clinical (BMI & MRI) and Biochemical (Adiponectin, Leptin, TNF-α & IL-6) Effects of High-intensity Aerobic Training With High Protein Diet in Childhood Obesity Following COVID-19 Infection","April 14, 2021",Cairo University
5272,NCT04789603,Not yet recruiting,Interventional,"March 9, 2021",50,"Effects of Using the Surgical Mask and FFp2 in the Distance Walked, Heart Rate, Oxygenometry, and Tone of the Accessory Inspiratory Muscles During the 6-minute Walking Test","April 14, 2021",Universitat Internacional de Catalunya
5273,NCT04790136,"Active, not recruiting",Interventional,"March 17, 2021",18,"Characterisation of Relative Bioavailability of GLA-015 in Comparison With an Oily Cannabidiol Solution (NRF 22.10) - a Multiple Dose, Randomised, 2-period Crossover-trial With Twice Daily Administration in Healthy Adult Male and Female Subjects","April 14, 2021",SocraTec R&D GmbH
5274,NCT04790240,Recruiting,Interventional,"February 1, 2021",120,The Trial Uses Medicinal Herbs to Direct T Cells to Engulf the COVID-19 Virus and Protect the Organs Well,"April 14, 2021","All Natural Medicine Clinic, LLC"
5275,NCT04790786,Not yet recruiting,Observational,March 2021,5000,A Pragmatic Evaluation of Monoclonal Antibody Treatments in Participants With COVID-19 Illness,"April 14, 2021","David T. Huang, MD, MPH"
5276,NCT04790851,Recruiting,Interventional,"February 23, 2021",1152,"A Randomized, Controlled, Multicenter Phase 4 Clinic Trial to Evaluate the Immunogenicity and Safety of Combined Immunization of Inactivated SARS-CoV-2 Vaccines (Vero Cell) (COVIV) and 23-valent Pneumococcal Polysaccharide Vaccine (PPV23) or Quadrivalent Inactivated Influenza Vaccine (IIV4)","April 14, 2021",China National Biotec Group Company Limited
5277,NCT04790864,Recruiting,Interventional,"January 1, 2021",100,Speaking Out Against Anxiety: Feasibility and Efficacy of an Online Large-group One-session Treatment for Public Speaking Anxiety and the Role of Expectancy Violation,"April 14, 2021",Ruhr University of Bochum
5278,NCT04790994,"Active, not recruiting",Observational,"July 24, 2020",1145,COVID-19 Prevalence in UNIVI Group Nursing Homes and Geriatric Healthcare Institutions: Epidemiological Study of Immunological Status With Rapid Serological Tests for Diagnostic Guidance,"April 14, 2021",Centre Médical Porte Verte
5279,NCT04791072,Not yet recruiting,Interventional,"March 1, 2021",36,Effectiveness of Pulmonary Rehabilitation With Tele-coaching in Patients With COVID-19,"April 14, 2021",Izmir Katip Celebi University
5280,NCT04791085,Recruiting,Observational,"February 8, 2021",200,Investigation of Stress Levels and Lifestyle of a Sample of Greek General Surgeons in Covid-19 and Non-reference Hospitals,"April 14, 2021",National and Kapodistrian University of Athens
5281,NCT04791241,Recruiting,Interventional,"March 3, 2021",105,Evaluation of a Check-list Including Lung Ultrasound for the Management of Patients With Acute Respiratory Failure at the Emergency Department During the COVID-19 Era,"April 14, 2021",Centre Hospitalier Metropole Savoie
5282,NCT04791423,"Active, not recruiting",Interventional,"March 15, 2021",10300,"A Phase II/III, Randomized, Stratified, Observer-Blind, Placebo-Controlled Study to Evaluate the Efficacy, Safety, and Immunogenicity of GRAd-COV2 Vaccine in Adults Aged 18 Years and Older","April 14, 2021",ReiThera Srl
5283,NCT04791436,Not yet recruiting,Observational,"March 1, 2021",402,Oral and Olfactory Complications of Recovered COVID-19 Patients: A Prospective Cohort Study,"April 14, 2021",University of Giessen
5284,NCT04791462,Not yet recruiting,Observational,"March 10, 2021",500,Observational Descriptive Study of Stress Symptoms Related to the COVID-19 Outbreak in a Cohort of Osteoarthritis Patients,"April 14, 2021","University Hospital, Montpellier"
5285,NCT04792021,Recruiting,Interventional,"March 9, 2021",60,Effect of N-acetylcysteine on Oxidative Stress And Occurrence of Complications in Patients With COVID 19 Infections,"April 14, 2021",Ain Shams University
5286,NCT04792086,Recruiting,Observational,"February 18, 2021",12000,The Impact of the COVID-19 Epidemic on the Health of Older Adults,"April 14, 2021",Norwegian Centre for Ageing and Health
5287,NCT04792450,"Active, not recruiting",Observational [Patient Registry],"November 1, 2020",200,Thales Thermography Triage (3T) - Pilot Project: Developing a Thermal Camera That Accurately Records Participants' Temperature From Images of Their Face,"April 14, 2021",NHS Greater Clyde and Glasgow
5288,NCT04792567,Not yet recruiting,Interventional,"April 19, 2021",60,An Open-label Multicenter Study to Assess Response to SARS-CoV-2 modRNA Vaccines in Participants With Secondary Progressive Multiple Sclerosis Treated With Mayzent (Siponimod),"April 14, 2021",Novartis Pharmaceuticals
5289,NCT04793243,Completed,Interventional,"August 17, 2020",42,Vitamin D3 Levels in COVID-19 Outpatients From Western Mexico: Clinical Correlation and Effect of Its Supplementation,"April 14, 2021",University of Guadalajara
5290,NCT04793269,Recruiting,Observational,"February 23, 2021",200,Long COVID Syndrom: Charakterisierung Eines Neuen Krankheitsbildes,"April 14, 2021",Christian Clarenbach
5291,NCT04793464,Recruiting,Interventional,"February 4, 2021",3600,Scaling Up SARS-CoV-2 Testing to Serve Latinx Communities,"April 14, 2021",University of Oregon
5292,NCT04793984,Recruiting,Interventional,"March 8, 2021",228,Efficacy and Safety Evaluation of Inhaleen Inhalation in Hospitalized COVID-19 Patients,"April 14, 2021",Marinomed Biotech AG
5293,NCT04793997,Recruiting,Interventional,"February 1, 2021",150,Covid-19 Primary Care Support With Microbiome Therapy.,"April 14, 2021","University Hospital, Antwerp"
5294,NCT04794036,Recruiting,Interventional,"April 5, 2021",32,Efficacy of an Asynchronous Telerehabilitation Programme in Post-COVID-19 Patients: a Feasibility Study,"April 14, 2021",Universidad San Jorge
